epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.7854748368263245,9.999999747378752e-05,0.14892932772636414,0.8739001154899597,0.07094312459230423
1,0.8470155000686646,9.999999747378752e-05,0.05820368230342865,0.9131461381912231,0.052039727568626404
2,0.8514914512634277,9.999999747378752e-05,0.05353374034166336,0.9128925204277039,0.05083906650543213
3,0.8528424501419067,9.999999747378752e-05,0.05205964297056198,0.9192950129508972,0.04660358652472496
4,0.8537573218345642,9.999999747378752e-05,0.051038384437561035,0.9215254187583923,0.042600132524967194
5,0.8538022041320801,9.999999747378752e-05,0.050982773303985596,0.9201697111129761,0.044903989881277084
6,0.8547976613044739,9.999999747378752e-05,0.050120458006858826,0.9025102853775024,0.047844067215919495
7,0.8554444909095764,9.999999747378752e-05,0.04978836327791214,0.9238694906234741,0.04279274493455887
8,0.8555761575698853,9.999999747378752e-05,0.04952969774603844,0.9249365925788879,0.04326239228248596
9,0.8561269640922546,9.999999747378752e-05,0.04932372644543648,0.9241493940353394,0.04261220619082451
